bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-106,"McConnell, Mitch",01395,NA,KY,NA,TRUE,FALSE,2000-12-15,NA
s1-106,"Allard, Wayne",00011,NA,CO,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Bennett, Robert F.",01280,NA,UT,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Breaux, John B.",00120,NA,LA,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Burns, Conrad R.",01298,NA,MT,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Feinstein, Dianne",01332,NA,CA,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Hutchinson, Tim",00578,NA,AR,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Santorum, Rick",01015,NA,PA,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Smith, Gordon H.",01549,NA,OR,NA,FALSE,FALSE,2000-12-15,NA
s1-106,"Torricelli, Robert G.",01163,NA,NJ,NA,FALSE,FALSE,2000-12-15,NA
s10-106,"Daschle, Thomas A.",00267,NA,SD,NA,TRUE,FALSE,1999-01-19,NA
s10-106,"Boxer, Barbara",00116,NA,CA,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Bryan, Richard H.",01293,NA,NV,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Byrd, Robert C.",01299,NA,WV,NA,FALSE,FALSE,1999-07-26,NA
s10-106,"Cleland, Max",01540,NA,GA,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Harkin, Tom",00501,NA,IA,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Inouye, Daniel K.",01369,NA,HI,NA,FALSE,FALSE,1999-01-22,NA
s10-106,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Kohl, Herb",01380,NA,WI,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,1999-07-27,NA
s10-106,"Lautenberg, Frank R.",01381,NA,NJ,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Mikulski, Barbara A.",00802,NA,MD,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Reid, Harry",00952,NA,NV,NA,FALSE,FALSE,1999-02-04,NA
s10-106,"Rockefeller, John D., IV",01424,NA,WV,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Sarbanes, Paul S.",01017,NA,MD,NA,FALSE,FALSE,1999-01-19,NA
s10-106,"Schumer, Charles E.",01036,NA,NY,NA,FALSE,FALSE,1999-05-27,NA
s100-106,"McCain, John",00754,NA,AZ,NA,TRUE,FALSE,1999-01-19,NA
s1000-106,"Breaux, John B.",00120,NA,LA,NA,TRUE,FALSE,1999-05-11,NA
s1000-106,"Nickles, Don",01412,NA,OK,NA,FALSE,FALSE,1999-05-11,NA
s1001-106,"Lieberman, Joseph I.",01385,NA,CT,NA,TRUE,FALSE,1999-05-11,NA
s1001-106,"Brownback, Sam",00137,NA,KS,NA,FALSE,FALSE,1999-05-11,NA
