bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-107,"Jeffords, James M.",00593,NA,VT,NA,TRUE,FALSE,2001-03-28,NA
s10-107,"Daschle, Thomas A.",00267,NA,SD,NA,TRUE,FALSE,2001-01-22,NA
s10-107,"Akaka, Daniel K.",00007,NA,HI,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Baucus, Max",00066,NA,MT,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Biden, Joseph R., Jr.",01284,NA,DE,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Bingaman, Jeff",01285,NA,NM,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Boxer, Barbara",00116,NA,CA,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Byrd, Robert C.",01299,NA,WV,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Carnahan, Jean",01680,NA,MO,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Cleland, Max",01540,NA,GA,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Clinton, Hillary Rodham",01631,NA,NY,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Dayton, Mark",01629,NA,MN,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Dorgan, Byron L.",00308,NA,ND,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Graham, Bob",01342,NA,FL,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Hollings, Ernest F.",01361,NA,SC,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Inouye, Daniel K.",01369,NA,HI,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Lincoln, Blanche L.",01570,NA,AR,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Mikulski, Barbara A.",00802,NA,MD,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Nelson, Bill",00859,NA,FL,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Reed, Jack",00949,NA,RI,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Reid, Harry",00952,NA,NV,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Rockefeller, John D., IV",01424,NA,WV,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Sarbanes, Paul S.",01017,NA,MD,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Schumer, Charles E.",01036,NA,NY,NA,FALSE,FALSE,2001-01-22,NA
s10-107,"Stabenow, Debbie",01531,NA,MI,NA,FALSE,FALSE,2001-01-22,NA
s100-107,"Allard, Wayne",00011,NA,CO,NA,TRUE,FALSE,2001-01-22,NA
s1000-107,"Reed, Jack",00949,NA,RI,NA,TRUE,FALSE,2001-06-07,NA
s1000-107,"Cleland, Max",01540,NA,GA,NA,FALSE,FALSE,2001-09-06,NA
s1000-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-06-07,NA
s1000-107,"Daschle, Thomas A.",00267,NA,SD,NA,FALSE,FALSE,2001-07-31,NA
s1000-107,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,2001-06-07,NA
s1000-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-06-07,NA
s1000-107,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,2001-06-07,NA
s1000-107,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,2002-06-03,NA
s1000-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2001-06-07,NA
s1001-107,"Sessions, Jeff",01548,NA,AL,NA,TRUE,FALSE,2001-06-07,NA
s1001-107,"Hutchinson, Tim",00578,NA,AR,NA,FALSE,FALSE,2001-06-07,NA
s1001-107,"Shelby, Richard C.",01049,NA,AL,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Snowe, Olympia J.",01085,NA,ME,NA,TRUE,FALSE,2001-06-07,NA
s1002-107,"Breaux, John B.",00120,NA,LA,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Cleland, Max",01540,NA,GA,NA,FALSE,FALSE,2001-07-18,NA
s1002-107,"Cochran, Thad",00213,NA,MS,NA,FALSE,FALSE,2001-07-10,NA
s1002-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Craig, Larry E.",00246,NA,ID,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Hutchinson, Tim",00578,NA,AR,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Lincoln, Blanche L.",01570,NA,AR,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Miller, Zell",01624,NA,GA,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Murkowski, Frank H.",01408,NA,AK,NA,FALSE,FALSE,2001-06-07,NA
s1002-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2002-07-16,NA
s1002-107,"Sessions, Jeff",01548,NA,AL,NA,FALSE,FALSE,2001-08-03,NA
s1002-107,"Shelby, Richard C.",01049,NA,AL,NA,FALSE,FALSE,2002-06-28,NA
s1002-107,"Smith, Gordon H.",01549,NA,OR,NA,FALSE,FALSE,2001-06-07,NA
s1003-107,"Jeffords, James M.",00593,NA,VT,NA,TRUE,FALSE,2001-06-07,NA
s1003-107,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,2001-06-07,NA
s1003-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-06-14,NA
s1004-107,"Jeffords, James M.",00593,NA,VT,NA,TRUE,FALSE,2001-06-07,NA
s1004-107,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,2001-06-07,NA
s1004-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-06-14,NA
s1005-107,"Jeffords, James M.",00593,NA,VT,NA,TRUE,FALSE,2001-06-07,NA
s1005-107,"Cleland, Max",01540,NA,GA,NA,FALSE,FALSE,2001-06-07,NA
s1005-107,"Clinton, Hillary Rodham",01631,NA,NY,NA,FALSE,FALSE,2002-04-18,NA
s1005-107,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,2001-06-07,NA
s1005-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-06-07,NA
s1005-107,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,2002-06-19,NA
s1005-107,"Lincoln, Blanche L.",01570,NA,AR,NA,FALSE,FALSE,2001-07-16,NA
s1005-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2002-06-05,NA
s1005-107,"Stevens, Ted",01440,NA,AK,NA,FALSE,FALSE,2001-06-07,NA
s1006-107,"Hagel, Chuck",01545,NA,NE,NA,TRUE,FALSE,2001-06-08,NA
s1006-107,"Bond, Christopher S.",01286,NA,MO,NA,FALSE,FALSE,2001-06-18,NA
s1006-107,"Burns, Conrad R.",01298,NA,MT,NA,FALSE,FALSE,2001-11-16,NA
s1006-107,"Carnahan, Jean",01680,NA,MO,NA,FALSE,FALSE,2001-11-28,NA
s1006-107,"Cochran, Thad",00213,NA,MS,NA,FALSE,FALSE,2001-09-10,NA
s1006-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2001-09-13,NA
s1006-107,"Fitzgerald, Peter",01571,NA,IL,NA,FALSE,FALSE,2001-07-10,NA
s1006-107,"Harkin, Tom",00501,NA,IA,NA,FALSE,FALSE,2001-06-11,NA
s1006-107,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,2001-06-08,NA
s1007-107,"Reid, Harry",00952,NA,NV,NA,TRUE,FALSE,2001-06-08,NA
s1007-107,"Allard, Wayne",00011,NA,CO,NA,FALSE,FALSE,2001-06-08,NA
s1007-107,"Ensign, John",00348,NA,NV,NA,FALSE,FALSE,2001-06-08,NA
s1007-107,"Miller, Zell",01624,NA,GA,NA,FALSE,FALSE,2001-09-05,NA
s1007-107,"Murkowski, Frank H.",01408,NA,AK,NA,FALSE,FALSE,2002-03-06,NA
s1008-107,"Byrd, Robert C.",01299,NA,WV,NA,TRUE,FALSE,2001-06-08,NA
s1008-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2001-07-18,NA
s1008-107,"DeWine, Mike",00293,NA,OH,NA,FALSE,FALSE,2001-12-04,NA
s1008-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2001-12-14,NA
s1008-107,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,2001-12-14,NA
s1008-107,"Lieberman, Joseph I.",01385,NA,CT,NA,FALSE,FALSE,2001-07-26,NA
s1008-107,"Nelson, Bill",00859,NA,FL,NA,FALSE,FALSE,2001-07-26,NA
s1008-107,"Reid, Harry",00952,NA,NV,NA,FALSE,FALSE,2001-07-26,NA
s1008-107,"Rockefeller, John D., IV",01424,NA,WV,NA,FALSE,FALSE,2001-07-18,NA
s1008-107,"Stevens, Ted",01440,NA,AK,NA,FALSE,FALSE,2001-06-08,NA
s1008-107,"Voinovich, George V.",01575,NA,OH,NA,FALSE,FALSE,2001-08-03,NA
s1009-107,"Hutchison, Kay Bailey",01368,NA,TX,NA,TRUE,FALSE,2001-06-11,NA
s1009-107,"Clinton, Hillary Rodham",01631,NA,NY,NA,FALSE,FALSE,2001-09-04,NA
s1009-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-07-25,NA
s1009-107,"DeWine, Mike",00293,NA,OH,NA,FALSE,FALSE,2001-06-13,NA
s1009-107,"Hollings, Ernest F.",01361,NA,SC,NA,FALSE,FALSE,2001-12-17,NA
s1009-107,"Mikulski, Barbara A.",00802,NA,MD,NA,FALSE,FALSE,2001-11-05,NA
s1009-107,"Schumer, Charles E.",01036,NA,NY,NA,FALSE,FALSE,2002-04-08,NA
s1009-107,"Stabenow, Debbie",01531,NA,MI,NA,FALSE,FALSE,2001-09-10,NA
s1009-107,"Voinovich, George V.",01575,NA,OH,NA,FALSE,FALSE,2001-06-11,NA
s1009-107,"Warner, John",01452,NA,VA,NA,FALSE,FALSE,2002-02-12,NA
s101-107,"Bingaman, Jeff",01285,NA,NM,NA,TRUE,FALSE,2001-01-22,NA
s1010-107,"Helms, Jesse",01359,NA,NC,NA,TRUE,FALSE,2001-06-11,NA
s1010-107,"Thurmond, Strom",01448,NA,SC,NA,FALSE,FALSE,2001-06-11,NA
s1011-107,"Graham, Bob",01342,NA,FL,NA,TRUE,FALSE,2001-06-11,NA
s1011-107,"Akaka, Daniel K.",00007,NA,HI,NA,FALSE,FALSE,2001-06-11,NA
s1012-107,"Durbin, Richard",00326,NA,IL,NA,TRUE,FALSE,2001-06-11,NA
s1012-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2001-06-11,NA
s1013-107,"Biden, Joseph R., Jr.",01284,NA,DE,NA,TRUE,FALSE,2001-06-12,NA
s1014-107,"Bunning, Jim",00146,NA,KY,NA,TRUE,FALSE,2001-06-12,NA
s1014-107,"Harkin, Tom",00501,NA,IA,NA,FALSE,FALSE,2001-06-12,NA
s1014-107,"Helms, Jesse",01359,NA,NC,NA,FALSE,FALSE,2001-06-19,NA
s1014-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2001-09-06,NA
s1015-107,"Levin, Carl",01384,NA,MI,NA,TRUE,FALSE,2001-06-12,NA
s1015-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2001-06-12,NA
s1015-107,"Stabenow, Debbie",01531,NA,MI,NA,FALSE,FALSE,2001-06-12,NA
s1016-107,"Bingaman, Jeff",01285,NA,NM,NA,TRUE,FALSE,2001-06-12,NA
s1016-107,"Chafee, Lincoln",01612,NA,RI,NA,FALSE,FALSE,2001-06-22,NA
s1016-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-06-12,NA
s1016-107,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,2002-06-05,NA
s1016-107,"Lincoln, Blanche L.",01570,NA,AR,NA,FALSE,FALSE,2001-06-12,NA
s1016-107,"Lugar, Richard G.",01387,NA,IN,NA,FALSE,FALSE,2001-06-12,NA
s1016-107,"McCain, John",00754,NA,AZ,NA,FALSE,FALSE,2001-06-12,NA
s1016-107,"Miller, Zell",01624,NA,GA,NA,FALSE,FALSE,2002-04-22,NA
s1017-107,"Dodd, Christopher J.",00302,NA,CT,NA,TRUE,FALSE,2001-06-12,NA
s1017-107,"Akaka, Daniel K.",00007,NA,HI,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Baucus, Max",00066,NA,MT,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Bingaman, Jeff",01285,NA,NM,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Boxer, Barbara",00116,NA,CA,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Chafee, Lincoln",01612,NA,RI,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2001-06-21,NA
s1017-107,"Daschle, Thomas A.",00267,NA,SD,NA,FALSE,FALSE,2001-06-20,NA
s1017-107,"Dayton, Mark",01629,NA,MN,NA,FALSE,FALSE,2001-06-29,NA
s1017-107,"Dorgan, Byron L.",00308,NA,ND,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Feingold, Russell D.",01331,NA,WI,NA,FALSE,FALSE,2001-07-17,NA
s1017-107,"Feinstein, Dianne",01332,NA,CA,NA,FALSE,FALSE,2001-06-13,NA
s1017-107,"Hagel, Chuck",01545,NA,NE,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Harkin, Tom",00501,NA,IA,NA,FALSE,FALSE,2001-06-18,NA
s1017-107,"Jeffords, James M.",00593,NA,VT,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,2001-07-19,NA
s1017-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,2001-06-20,NA
s1017-107,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Lugar, Richard G.",01387,NA,IN,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2001-07-17,NA
s1017-107,"Reed, Jack",00949,NA,RI,NA,FALSE,FALSE,2001-06-13,NA
s1017-107,"Roberts, Pat",00968,NA,KS,NA,FALSE,FALSE,2001-06-12,NA
s1017-107,"Specter, Arlen",01437,NA,PA,NA,FALSE,FALSE,2001-10-03,NA
s1017-107,"Wellstone, Paul D.",01454,NA,MN,NA,FALSE,FALSE,2001-06-12,NA
s1018-107,"Levin, Carl",01384,NA,MI,NA,TRUE,FALSE,2001-06-12,NA
s1018-107,"Cantwell, Maria",00172,NA,WA,NA,FALSE,FALSE,2001-06-12,NA
s1018-107,"Clinton, Hillary Rodham",01631,NA,NY,NA,FALSE,FALSE,2001-07-11,NA
s1018-107,"Jeffords, James M.",00593,NA,VT,NA,FALSE,FALSE,2001-07-18,NA
s1018-107,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,2001-07-19,NA
s1018-107,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,2001-07-30,NA
s1018-107,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,2001-07-19,NA
s1018-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2001-06-12,NA
s1018-107,"Schumer, Charles E.",01036,NA,NY,NA,FALSE,FALSE,2001-06-12,NA
s1018-107,"Snowe, Olympia J.",01085,NA,ME,NA,FALSE,FALSE,2001-06-12,NA
s1018-107,"Stabenow, Debbie",01531,NA,MI,NA,FALSE,FALSE,2001-06-12,NA
s1019-107,"Feinstein, Dianne",01332,NA,CA,NA,TRUE,FALSE,2001-06-12,NA
s1019-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-06-14,NA
s1019-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2001-07-18,NA
s1019-107,"Reid, Harry",00952,NA,NV,NA,FALSE,FALSE,2001-06-25,NA
s102-107,"Bingaman, Jeff",01285,NA,NM,NA,TRUE,FALSE,2001-01-22,NA
s102-107,"Reid, Harry",00952,NA,NV,NA,FALSE,FALSE,2001-01-22,NA
s1020-107,"Harkin, Tom",00501,NA,IA,NA,TRUE,FALSE,2001-06-12,NA
s1020-107,"Bennett, Robert F.",01280,NA,UT,NA,FALSE,FALSE,2002-09-18,NA
s1020-107,"Bingaman, Jeff",01285,NA,NM,NA,FALSE,FALSE,2001-06-12,NA
s1020-107,"Bunning, Jim",00146,NA,KY,NA,FALSE,FALSE,2001-11-14,NA
s1020-107,"Campbell, Ben Nighthorse",00168,NA,CO,NA,FALSE,FALSE,2002-10-15,NA
s1020-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2002-10-15,NA
s1020-107,"Craig, Larry E.",00246,NA,ID,NA,FALSE,FALSE,2001-06-12,NA
s1020-107,"Dayton, Mark",01629,NA,MN,NA,FALSE,FALSE,2002-07-23,NA
s1020-107,"Feingold, Russell D.",01331,NA,WI,NA,FALSE,FALSE,2001-06-12,NA
s1020-107,"Inouye, Daniel K.",01369,NA,HI,NA,FALSE,FALSE,2002-10-15,NA
s1020-107,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,2002-10-15,NA
s1020-107,"Kohl, Herb",01380,NA,WI,NA,FALSE,FALSE,2001-06-12,NA
s1020-107,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,2001-06-12,NA
s1020-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Lugar, Richard G.",01387,NA,IN,NA,TRUE,FALSE,2001-06-12,NA
s1021-107,"Biden, Joseph R., Jr.",01284,NA,DE,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Chafee, Lincoln",01612,NA,RI,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-07-11,NA
s1021-107,"Craig, Larry E.",00246,NA,ID,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"DeWine, Mike",00293,NA,OH,NA,FALSE,FALSE,2001-06-21,NA
s1021-107,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,2001-07-12,NA
s1021-107,"Helms, Jesse",01359,NA,NC,NA,FALSE,FALSE,2001-06-21,NA
s1021-107,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Lieberman, Joseph I.",01385,NA,CT,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Murkowski, Frank H.",01408,NA,AK,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Murray, Patty",01409,NA,WA,NA,FALSE,FALSE,2002-02-07,NA
s1021-107,"Reed, Jack",00949,NA,RI,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Roberts, Pat",00968,NA,KS,NA,FALSE,FALSE,2001-06-12,NA
s1021-107,"Smith, Bob",01082,NA,NH,NA,FALSE,FALSE,2001-07-10,NA
s1022-107,"Warner, John",01452,NA,VA,NA,TRUE,FALSE,2001-06-12,NA
s1022-107,"Allen, George",00013,NA,VA,NA,FALSE,FALSE,2001-11-27,NA
s1022-107,"Biden, Joseph R., Jr.",01284,NA,DE,NA,FALSE,FALSE,2002-03-11,NA
s1022-107,"Brownback, Sam",00137,NA,KS,NA,FALSE,FALSE,2002-05-15,NA
s1022-107,"Burns, Conrad R.",01298,NA,MT,NA,FALSE,FALSE,2002-09-10,NA
s1022-107,"Carnahan, Jean",01680,NA,MO,NA,FALSE,FALSE,2002-07-10,NA
s1022-107,"Cleland, Max",01540,NA,GA,NA,FALSE,FALSE,2002-02-04,NA
s1022-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2001-08-03,NA
s1022-107,"Corzine, Jon S.",01630,NA,NJ,NA,FALSE,FALSE,2001-10-16,NA
s1022-107,"Craig, Larry E.",00246,NA,ID,NA,FALSE,FALSE,2002-06-25,NA
s1022-107,"Crapo, Mike",00250,NA,ID,NA,FALSE,FALSE,2001-09-12,NA
s1022-107,"Dayton, Mark",01629,NA,MN,NA,FALSE,FALSE,2002-04-10,NA
s1022-107,"Domenici, Pete V.",01319,NA,NM,NA,FALSE,FALSE,2002-10-02,NA
s1022-107,"Dorgan, Byron L.",00308,NA,ND,NA,FALSE,FALSE,2002-06-25,NA
s1022-107,"Durbin, Richard",00326,NA,IL,NA,FALSE,FALSE,2002-05-10,NA
s1022-107,"Fitzgerald, Peter",01571,NA,IL,NA,FALSE,FALSE,2001-07-25,NA
s1022-107,"Gregg, Judd",00466,NA,NH,NA,FALSE,FALSE,2002-05-16,NA
s1022-107,"Hagel, Chuck",01545,NA,NE,NA,FALSE,FALSE,2001-11-27,NA
s1022-107,"Hatch, Orrin G.",01351,NA,UT,NA,FALSE,FALSE,2002-09-10,NA
s1022-107,"Hutchinson, Tim",00578,NA,AR,NA,FALSE,FALSE,2002-05-01,NA
s1022-107,"Jeffords, James M.",00593,NA,VT,NA,FALSE,FALSE,2002-05-10,NA
s1022-107,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,2001-09-13,NA
s1022-107,"Landrieu, Mary L.",01546,NA,LA,NA,FALSE,FALSE,2002-02-04,NA
s1022-107,"Lincoln, Blanche L.",01570,NA,AR,NA,FALSE,FALSE,2002-05-13,NA
s1022-107,"Mikulski, Barbara A.",00802,NA,MD,NA,FALSE,FALSE,2001-09-05,NA
s1022-107,"Miller, Zell",01624,NA,GA,NA,FALSE,FALSE,2002-06-04,NA
s1022-107,"Murkowski, Frank H.",01408,NA,AK,NA,FALSE,FALSE,2001-09-25,NA
s1022-107,"Nelson, Bill",00859,NA,FL,NA,FALSE,FALSE,2002-03-19,NA
s1022-107,"Reid, Harry",00952,NA,NV,NA,FALSE,FALSE,2002-07-10,NA
s1022-107,"Roberts, Pat",00968,NA,KS,NA,FALSE,FALSE,2001-09-05,NA
s1022-107,"Sarbanes, Paul S.",01017,NA,MD,NA,FALSE,FALSE,2001-06-26,NA
s1022-107,"Schumer, Charles E.",01036,NA,NY,NA,FALSE,FALSE,2002-03-20,NA
s1022-107,"Smith, Gordon H.",01549,NA,OR,NA,FALSE,FALSE,2002-06-11,NA
s1022-107,"Snowe, Olympia J.",01085,NA,ME,NA,FALSE,FALSE,2002-03-05,NA
s1022-107,"Stabenow, Debbie",01531,NA,MI,NA,FALSE,FALSE,2002-09-17,NA
s1022-107,"Torricelli, Robert G.",01163,NA,NJ,NA,FALSE,FALSE,2001-11-15,NA
s1022-107,"Wellstone, Paul D.",01454,NA,MN,NA,FALSE,FALSE,2002-06-11,NA
s1023-107,"Snowe, Olympia J.",01085,NA,ME,NA,TRUE,FALSE,2001-06-12,NA
s1023-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2001-06-12,NA
s1024-107,"Wyden, Ron",01247,NA,OR,NA,TRUE,FALSE,2001-06-13,NA
s1024-107,"Breaux, John B.",00120,NA,LA,NA,FALSE,FALSE,2001-06-13,NA
s1024-107,"Collins, Susan M.",01541,NA,ME,NA,FALSE,FALSE,2002-02-14,NA
s1024-107,"Rockefeller, John D., IV",01424,NA,WV,NA,FALSE,FALSE,2001-06-13,NA
s1024-107,"Smith, Gordon H.",01549,NA,OR,NA,FALSE,FALSE,2001-06-13,NA
s1025-107,"Lieberman, Joseph I.",01385,NA,CT,NA,TRUE,FALSE,2001-06-13,NA
s1025-107,"Johnson, Tim",00604,NA,SD,NA,FALSE,FALSE,2001-07-18,NA
s1025-107,"Santorum, Rick",01015,NA,PA,NA,FALSE,FALSE,2001-07-09,NA
s1025-107,"Stabenow, Debbie",01531,NA,MI,NA,FALSE,FALSE,2001-07-24,NA
s1026-107,"Torricelli, Robert G.",01163,NA,NJ,NA,TRUE,FALSE,2001-06-13,NA
