bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-97,"Dole, Robert J.",01318,NA,KS,NA,TRUE,FALSE,1981-01-05,NA
s1-97,"Armstrong, William L.",00029,NA,CO,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Boschwitz, Rudy",01288,NA,MN,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Cohen, William S.",00215,NA,ME,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"DeConcini, Dennis",01315,NA,AZ,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Denton, Jeremiah",01316,NA,AL,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Durenberger, Dave",01321,NA,MN,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Goldwater, Barry",01340,NA,AZ,NA,FALSE,FALSE,1981-01-19,NA
s1-97,"Grassley, Chuck",00457,NA,IA,NA,FALSE,FALSE,1981-01-19,NA
s1-97,"Hayakawa, Samuel Ichiye",01356,NA,CA,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Helms, Jesse",01359,NA,NC,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Humphrey, Gordon J.",01365,NA,NH,NA,FALSE,FALSE,1981-01-19,NA
s1-97,"Jepsen, Roger W.",01372,NA,IA,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Percy, Charles H.",01418,NA,IL,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Pressler, Larry",00927,NA,SD,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Quayle, Dan",00935,NA,IN,NA,FALSE,FALSE,1981-01-27,NA
s1-97,"Schmitt, Harrison H.",01430,NA,NM,NA,FALSE,FALSE,1981-01-05,NA
s1-97,"Symms, Steven D.",01132,NA,ID,NA,FALSE,FALSE,1981-01-05,NA
s10-97,"Roth Jr., William V.",01425,NA,DE,NA,TRUE,FALSE,1981-01-05,NA
s10-97,"Eagleton, Thomas F.",01323,NA,MO,NA,FALSE,FALSE,1981-01-05,NA
s10-97,"Hatfield, Mark O.",01352,NA,OR,NA,FALSE,FALSE,1981-07-31,NA
s10-97,"Nunn, Sam",01413,NA,GA,NA,FALSE,FALSE,1981-02-06,NA
s100-97,"Inouye, Daniel K.",01369,NA,HI,NA,TRUE,FALSE,1981-01-15,NA
s1000-97,"Packwood, Bob",01414,NA,OR,NA,TRUE,FALSE,1981-04-23,NA
s1001-97,"Packwood, Bob",01414,NA,OR,NA,TRUE,FALSE,1981-04-23,NA
s1002-97,"Packwood, Bob",01414,NA,OR,NA,TRUE,FALSE,1981-04-23,NA
s1003-97,"Packwood, Bob",01414,NA,OR,NA,TRUE,FALSE,1981-04-23,NA
s1004-97,"Dole, Robert J.",01318,NA,KS,NA,TRUE,FALSE,1981-04-27,NA
s1005-97,"Helms, Jesse",01359,NA,NC,NA,TRUE,FALSE,1981-04-27,NA
s1006-97,"Helms, Jesse",01359,NA,NC,NA,TRUE,FALSE,1981-04-27,NA
s1007-97,"Helms, Jesse",01359,NA,NC,NA,TRUE,FALSE,1981-04-27,NA
s1008-97,"Thurmond, Strom",01448,NA,SC,NA,TRUE,FALSE,1981-04-27,NA
s1008-97,"Cranston, Alan",01311,NA,CA,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"DeConcini, Dennis",01315,NA,AZ,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Kasten, Robert W., Jr.",00619,NA,WI,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Matsunaga, Spark M.",00749,NA,HI,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Mitchell, George J.",01401,NA,ME,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Murkowski, Frank H.",01408,NA,AK,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Randolph, Jennings",01421,NA,WV,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Simpson, Alan K.",01435,NA,WY,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Specter, Arlen",01437,NA,PA,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Stafford, Robert T.",01438,NA,VT,NA,FALSE,FALSE,1981-05-18,NA
s1008-97,"Proxmire, William",01419,NA,WI,NA,FALSE,FALSE,1982-06-14,1982-06-21
s1009-97,"Baucus, Max",00066,NA,MT,NA,TRUE,FALSE,1981-04-27,NA
s101-97,"DeConcini, Dennis",01315,NA,AZ,NA,TRUE,FALSE,1981-01-15,NA
s101-97,"Chiles, Lawton",01304,NA,FL,NA,FALSE,FALSE,1981-12-09,NA
s101-97,"Hollings, Ernest F.",01361,NA,SC,NA,FALSE,FALSE,1981-05-20,NA
s101-97,"Long, Russell B.",01386,NA,LA,NA,FALSE,FALSE,1982-02-24,NA
s1010-97,"Nunn, Sam",01413,NA,GA,NA,TRUE,FALSE,1981-04-27,NA
s1010-97,"Bentsen, Lloyd M.",01282,NA,TX,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Chiles, Lawton",01304,NA,FL,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Cohen, William S.",00215,NA,ME,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"DeConcini, Dennis",01315,NA,AZ,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Domenici, Pete V.",01319,NA,NM,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Jackson, Henry M.",01370,NA,WA,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Johnston, J. Bennett",01373,NA,LA,NA,FALSE,FALSE,1981-06-03,NA
s1010-97,"Long, Russell B.",01386,NA,LA,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Roth Jr., William V.",01425,NA,DE,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Rudman, Warren",01426,NA,NH,NA,FALSE,FALSE,1981-04-27,NA
s1010-97,"Schmitt, Harrison H.",01430,NA,NM,NA,FALSE,FALSE,1981-04-27,NA
s1011-97,"Riegle, Donald W., Jr.",00961,NA,MI,NA,TRUE,FALSE,1981-04-27,NA
s1011-97,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,1981-04-27,NA
s1012-97,"Levin, Carl",01384,NA,MI,NA,TRUE,FALSE,1981-04-27,NA
s1013-97,"Levin, Carl",01384,NA,MI,NA,TRUE,FALSE,1981-04-27,NA
s1014-97,"Levin, Carl",01384,NA,MI,NA,TRUE,FALSE,1981-04-27,NA
s1015-97,"Cranston, Alan",01311,NA,CA,NA,TRUE,FALSE,1981-04-27,NA
s1015-97,"Baucus, Max",00066,NA,MT,NA,FALSE,FALSE,1981-04-27,NA
s1015-97,"Biden, Joseph R., Jr.",01284,NA,DE,NA,FALSE,FALSE,1981-04-27,NA
s1015-97,"Boschwitz, Rudy",01288,NA,MN,NA,FALSE,FALSE,1981-05-05,NA
s1015-97,"Bradley, Bill",01289,NA,NJ,NA,FALSE,FALSE,1981-04-29,NA
s1015-97,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,1981-04-28,NA
s1015-97,"Glenn, John H., Jr.",01339,NA,OH,NA,FALSE,FALSE,1981-04-29,NA
s1015-97,"Hart, Gary W.",01347,NA,CO,NA,FALSE,FALSE,1981-05-05,NA
s1015-97,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,1981-04-27,NA
s1015-97,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,1981-05-05,NA
s1015-97,"Mathias, Charles McC., Jr.",01391,NA,MD,NA,FALSE,FALSE,1981-04-27,NA
s1015-97,"Pell, Claiborne",01417,NA,RI,NA,FALSE,FALSE,1981-04-27,NA
s1015-97,"Sarbanes, Paul S.",01017,NA,MD,NA,FALSE,FALSE,1981-04-27,NA
