bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-99,"Dole, Robert J.",01318,NA,KS,NA,TRUE,FALSE,1985-01-03,NA
s1-99,"Zorinsky, Edward",01459,NA,NE,NA,FALSE,FALSE,1985-04-23,NA
s10-99,"Cranston, Alan",01311,NA,CA,NA,TRUE,FALSE,1985-01-03,NA
s100-99,"Kasten, Robert W., Jr.",00619,NA,WI,NA,TRUE,FALSE,1985-01-03,NA
s100-99,"Abdnor, James",00001,NA,SD,NA,FALSE,FALSE,1986-04-22,NA
s100-99,"East, John P.",01324,NA,NC,NA,FALSE,FALSE,1986-04-22,NA
s100-99,"Garn, E. J. (Jake)",01338,NA,UT,NA,FALSE,FALSE,1986-04-22,NA
s100-99,"Helms, Jesse",01359,NA,NC,NA,FALSE,FALSE,1986-04-22,NA
s100-99,"Lugar, Richard G.",01387,NA,IN,NA,FALSE,FALSE,1986-04-22,NA
s100-99,"Pressler, Larry",00927,NA,SD,NA,FALSE,FALSE,1986-04-22,NA
s100-99,"Quayle, Dan",00935,NA,IN,NA,FALSE,FALSE,1986-04-22,NA
s1000-99,"Lugar, Richard G.",01387,NA,IN,NA,TRUE,FALSE,1985-04-25,NA
s1001-99,"Mattingly, Mack",01392,NA,GA,NA,TRUE,FALSE,1985-04-25,NA
s1002-99,"Thurmond, Strom",01448,NA,SC,NA,TRUE,FALSE,1985-04-25,NA
s1002-99,"Metzenbaum, Howard M.",01400,NA,OH,NA,FALSE,FALSE,1985-04-25,NA
s1002-99,"Specter, Arlen",01437,NA,PA,NA,FALSE,FALSE,1985-04-25,NA
s1003-99,"Lugar, Richard G.",01387,NA,IN,NA,TRUE,FALSE,1985-04-25,NA
s1004-99,"Domenici, Pete V.",01319,NA,NM,NA,TRUE,FALSE,1985-04-25,NA
s1004-99,"Bingaman, Jeff",01285,NA,NM,NA,FALSE,FALSE,1985-04-25,NA
s1004-99,"Garn, E. J. (Jake)",01338,NA,UT,NA,FALSE,FALSE,1985-09-10,NA
s1004-99,"Hatch, Orrin G.",01351,NA,UT,NA,FALSE,FALSE,1985-09-10,NA
s1004-99,"Simpson, Alan K.",01435,NA,WY,NA,FALSE,FALSE,1985-04-25,NA
s1004-99,"Wallop, Malcolm",01451,NA,WY,NA,FALSE,FALSE,1985-04-25,NA
s1005-99,"Nickles, Don",01412,NA,OK,NA,TRUE,FALSE,1985-04-25,NA
s1005-99,"Denton, Jeremiah",01316,NA,AL,NA,FALSE,FALSE,1985-04-25,NA
s1005-99,"East, John P.",01324,NA,NC,NA,FALSE,FALSE,1985-04-25,NA
s1005-99,"Goldwater, Barry",01340,NA,AZ,NA,FALSE,FALSE,1985-04-25,NA
s1005-99,"Gramm, Phil",00453,NA,TX,NA,FALSE,FALSE,1985-04-25,NA
s1005-99,"Grassley, Chuck",00457,NA,IA,NA,FALSE,FALSE,1985-06-27,NA
