bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-95,"Mathias, Charles McC., Jr.",01391,NA,MD,NA,TRUE,FALSE,1977-01-10,NA
s10-95,"Inouye, Daniel K.",01369,NA,HI,NA,TRUE,FALSE,1977-01-10,NA
s100-95,"Inouye, Daniel K.",01369,NA,HI,NA,TRUE,FALSE,1977-01-10,NA
s1000-95,"Hansen, Clifford P.",01346,NA,WY,NA,TRUE,FALSE,1977-03-15,NA
s1001-95,"Domenici, Pete V.",01319,NA,NM,NA,TRUE,FALSE,1977-03-15,NA
s1001-95,"Bartlett, Dewey F.",01276,NA,OK,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Bellmon, Henry L.",01279,NA,OK,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Dole, Robert J.",01318,NA,KS,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Garn, E. J. (Jake)",01338,NA,UT,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Goldwater, Barry",01340,NA,AZ,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Helms, Jesse",01359,NA,NC,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Lugar, Richard G.",01387,NA,IN,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"McClure, James A.",01394,NA,ID,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Schmitt, Harrison H.",01430,NA,NM,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Stevens, Ted",01440,NA,AK,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Thurmond, Strom",01448,NA,SC,NA,FALSE,FALSE,1977-01-03,NA
s1001-95,"Young, Milton R.",01458,NA,ND,NA,FALSE,FALSE,1977-01-03,NA
s1002-95,"Hansen, Clifford P.",01346,NA,WY,NA,TRUE,FALSE,1977-03-15,NA
s1003-95,"Anderson, Wendell R.",01273,NA,MN,NA,TRUE,FALSE,1977-03-15,NA
s1004-95,"Anderson, Wendell R.",01273,NA,MN,NA,TRUE,FALSE,1977-03-15,NA
s1005-95,"Anderson, Wendell R.",01273,NA,MN,NA,TRUE,FALSE,1977-03-15,NA
s1006-95,"Sparkman, John J.",01436,NA,AL,NA,TRUE,FALSE,1977-03-15,NA
s1007-95,"Randolph, Jennings",01421,NA,WV,NA,TRUE,FALSE,1977-03-15,NA
s1008-95,"Riegle, Donald W., Jr.",00961,NA,MI,NA,TRUE,FALSE,1977-03-15,NA
s1008-95,"Durkin, John A.",01322,NA,NH,NA,FALSE,FALSE,1977-01-03,NA
s1008-95,"Johnston, J. Bennett",01373,NA,LA,NA,FALSE,FALSE,1977-01-03,NA
s1008-95,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,1977-01-03,NA
s1008-95,"Proxmire, William",01419,NA,WI,NA,FALSE,FALSE,1977-01-03,NA
