bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-102,"Mitchell, George J.",01401,NA,ME,NA,TRUE,FALSE,1991-01-14,NA
s1-102,"Adams, Brock",00005,NA,WA,NA,FALSE,FALSE,1991-01-15,NA
s1-102,"Akaka, Daniel K.",00007,NA,HI,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Baucus, Max",00066,NA,MT,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Bentsen, Lloyd M.",01282,NA,TX,NA,FALSE,FALSE,1991-01-15,NA
s1-102,"Biden, Joseph R., Jr.",01284,NA,DE,NA,FALSE,FALSE,1991-01-15,NA
s1-102,"Bingaman, Jeff",01285,NA,NM,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Bradley, Bill",01289,NA,NJ,NA,FALSE,FALSE,1991-01-15,NA
s1-102,"Bryan, Richard H.",01293,NA,NV,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Burdick, Quentin N.",01297,NA,ND,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Conrad, Kent",01307,NA,ND,NA,FALSE,FALSE,1991-01-16,NA
s1-102,"Cranston, Alan",01311,NA,CA,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Daschle, Thomas A.",00267,NA,SD,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"DeConcini, Dennis",01315,NA,AZ,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Dixon, Alan J.",01317,NA,IL,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Durenberger, Dave",01321,NA,MN,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Exon, J. James",01328,NA,NE,NA,FALSE,FALSE,1991-01-17,NA
s1-102,"Ford, Wendell H.",01334,NA,KY,NA,FALSE,FALSE,1991-01-23,NA
s1-102,"Gore, Albert, Jr.",00449,NA,TN,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Graham, Bob",01342,NA,FL,NA,FALSE,FALSE,1991-01-17,NA
s1-102,"Harkin, Tom",00501,NA,IA,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Heflin, Howell",01358,NA,AL,NA,FALSE,FALSE,1991-01-23,NA
s1-102,"Hollings, Ernest F.",01361,NA,SC,NA,FALSE,FALSE,1991-01-16,NA
s1-102,"Johnston, J. Bennett",01373,NA,LA,NA,FALSE,FALSE,1991-01-24,NA
s1-102,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Kerry, John F.",01379,NA,MA,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Kohl, Herb",01380,NA,WI,NA,FALSE,FALSE,1991-01-17,NA
s1-102,"Lautenberg, Frank R.",01381,NA,NJ,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Leahy, Patrick J.",01383,NA,VT,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Moynihan, Daniel Patrick",01407,NA,NY,NA,FALSE,FALSE,1991-01-23,NA
s1-102,"Pell, Claiborne",01417,NA,RI,NA,FALSE,FALSE,1991-01-15,NA
s1-102,"Riegle, Donald W., Jr.",00961,NA,MI,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Rockefeller, John D., IV",01424,NA,WV,NA,FALSE,FALSE,1991-01-14,NA
s1-102,"Sanford, Terry",01427,NA,NC,NA,FALSE,FALSE,1991-01-17,NA
