bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-101,"Thurmond, Strom",01448,NA,SC,NA,TRUE,FALSE,1989-01-25,NA
s1-101,"Biden, Joseph R., Jr.",01284,NA,DE,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Boren, David L.",01287,NA,OK,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Daschle, Thomas A.",00267,NA,SD,NA,FALSE,FALSE,1989-02-08,NA
s1-101,"DeConcini, Dennis",01315,NA,AZ,NA,FALSE,FALSE,1989-01-31,NA
s1-101,"Grassley, Chuck",00457,NA,IA,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Harkin, Tom",00501,NA,IA,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Heinz, John",00528,NA,PA,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Inouye, Daniel K.",01369,NA,HI,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Metzenbaum, Howard M.",01400,NA,OH,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Mikulski, Barbara A.",00802,NA,MD,NA,FALSE,FALSE,1989-02-08,NA
s1-101,"Mitchell, George J.",01401,NA,ME,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Moynihan, Daniel Patrick",01407,NA,NY,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Pell, Claiborne",01417,NA,RI,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Pressler, Larry",00927,NA,SD,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Sanford, Terry",01427,NA,NC,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Simon, Paul",01059,NA,IL,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Simpson, Alan K.",01435,NA,WY,NA,FALSE,FALSE,1989-01-25,NA
s1-101,"Specter, Arlen",01437,NA,PA,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Dole, Robert J.",01318,NA,KS,NA,TRUE,FALSE,1989-01-25,NA
s10-101,"Boren, David L.",01287,NA,OK,NA,FALSE,FALSE,1989-02-02,NA
s10-101,"Burdick, Quentin N.",01297,NA,ND,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Burns, Conrad R.",01298,NA,MT,NA,FALSE,FALSE,1989-01-31,NA
s10-101,"Danforth, John C.",01314,NA,MO,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Domenici, Pete V.",01319,NA,NM,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Durenberger, Dave",01321,NA,MN,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Grassley, Chuck",00457,NA,IA,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Inouye, Daniel K.",01369,NA,HI,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Kassebaum, Nancy Landon",01375,NA,KS,NA,FALSE,FALSE,1989-01-25,NA
s10-101,"Kasten, Robert W., Jr.",00619,NA,WI,NA,FALSE,FALSE,1989-04-04,NA
