bill_number,name,thomas_id,bioguide_id,state,district,sponsor,original_cosponsor,date_signed,date_withdrawn
s1-98,"Dole, Robert J.",01318,NA,KS,NA,TRUE,FALSE,1983-01-26,NA
s1-98,"Baker, Howard H., Jr.",01275,NA,TN,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Bentsen, Lloyd M.",01282,NA,TX,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Danforth, John C.",01314,NA,MO,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Heinz, John",00528,NA,PA,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Kennedy, Edward M.",01377,NA,MA,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Laxalt, Paul D.",01382,NA,NV,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Moynihan, Daniel Patrick",01407,NA,NY,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Murkowski, Frank H.",01408,NA,AK,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Stafford, Robert T.",01438,NA,VT,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Stevens, Ted",01440,NA,AK,NA,FALSE,FALSE,1983-01-26,NA
s1-98,"Wallop, Malcolm",01451,NA,WY,NA,FALSE,FALSE,1983-02-16,NA
s10-98,"Cranston, Alan",01311,NA,CA,NA,TRUE,FALSE,1983-01-26,NA
s100-98,"Boschwitz, Rudy",01288,NA,MN,NA,TRUE,FALSE,1983-01-26,NA
s1000-98,"Trible, Paul S., Jr.",01169,NA,VA,NA,TRUE,FALSE,1983-04-07,NA
s1000-98,"D'Amato, Alfonse",01313,NA,NY,NA,FALSE,FALSE,1983-05-12,NA
s1000-98,"Inouye, Daniel K.",01369,NA,HI,NA,FALSE,FALSE,1983-04-07,NA
s1000-98,"Long, Russell B.",01386,NA,LA,NA,FALSE,FALSE,1983-04-07,NA
s1000-98,"Mathias, Charles McC., Jr.",01391,NA,MD,NA,FALSE,FALSE,1983-04-07,NA
s1000-98,"Matsunaga, Spark M.",00749,NA,HI,NA,FALSE,FALSE,1983-04-07,NA
s1000-98,"Metzenbaum, Howard M.",01400,NA,OH,NA,FALSE,FALSE,1983-05-12,NA
s1000-98,"Mitchell, George J.",01401,NA,ME,NA,FALSE,FALSE,1983-04-07,NA
s1000-98,"Sarbanes, Paul S.",01017,NA,MD,NA,FALSE,FALSE,1983-04-07,NA
s1001-98,"Cohen, William S.",00215,NA,ME,NA,TRUE,FALSE,1983-04-07,NA
s1001-98,"Bingaman, Jeff",01285,NA,NM,NA,FALSE,FALSE,1983-10-06,NA
s1001-98,"Chiles, Lawton",01304,NA,FL,NA,FALSE,FALSE,1983-09-19,NA
s1001-98,"Cochran, Thad",00213,NA,MS,NA,FALSE,FALSE,1983-10-07,NA
s1001-98,"Danforth, John C.",01314,NA,MO,NA,FALSE,FALSE,1983-09-19,NA
s1001-98,"Durenberger, Dave",01321,NA,MN,NA,FALSE,FALSE,1983-10-07,NA
s1001-98,"Eagleton, Thomas F.",01323,NA,MO,NA,FALSE,FALSE,1983-10-20,NA
s1001-98,"Evans, Daniel J.",01327,NA,WA,NA,FALSE,FALSE,1983-10-21,NA
s1001-98,"Grassley, Chuck",00457,NA,IA,NA,FALSE,FALSE,1983-10-21,NA
s1001-98,"Kassebaum, Nancy Landon",01375,NA,KS,NA,FALSE,FALSE,1983-10-24,NA
s1001-98,"Levin, Carl",01384,NA,MI,NA,FALSE,FALSE,1983-09-28,NA
s1001-98,"Percy, Charles H.",01418,NA,IL,NA,FALSE,FALSE,1983-10-07,NA
s1001-98,"Proxmire, William",01419,NA,WI,NA,FALSE,FALSE,1983-10-20,NA
s1001-98,"Pryor, David H.",01420,NA,AR,NA,FALSE,FALSE,1983-10-07,NA
s1001-98,"Roth Jr., William V.",01425,NA,DE,NA,FALSE,FALSE,1983-04-07,NA
s1001-98,"Sasser, Jim",01428,NA,TN,NA,FALSE,FALSE,1983-10-06,NA
s1002-98,"Tsongas, Paul E.",01170,NA,MA,NA,TRUE,FALSE,1983-04-07,NA
s1003-98,"Denton, Jeremiah",01316,NA,AL,NA,TRUE,FALSE,1983-04-07,NA
s1003-98,"Chafee, John H.",01303,NA,RI,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Cranston, Alan",01311,NA,CA,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Dodd, Christopher J.",00302,NA,CT,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Goldwater, Barry",01340,NA,AZ,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Grassley, Chuck",00457,NA,IA,NA,FALSE,FALSE,1983-04-28,NA
s1003-98,"Hatch, Orrin G.",01351,NA,UT,NA,FALSE,FALSE,1983-04-07,NA
s1003-98,"Humphrey, Gordon J.",01365,NA,NH,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Jepsen, Roger W.",01372,NA,IA,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Kasten, Robert W., Jr.",00619,NA,WI,NA,FALSE,FALSE,1984-07-26,NA
s1003-98,"Pell, Claiborne",01417,NA,RI,NA,FALSE,FALSE,1983-09-19,NA
